Salary,DOJ,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
300000,2013-07-01,application developer,Bangalore,f,1991-01-11,88.7,icse,2009,63.5,icse,2,B.Tech/B.E.,computer science & engineering,78.0,1,Karnataka,2013,625,545,575,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.4463,0.3789,0.9322,-0.1076,-1.4356
310000,2014-11-01,software engineer,Bangalore,m,1992-01-29,63.0,cbse,2010,74.83,state,2,B.Tech/B.E.,electronics and communication engineering,66.08,1,Karnataka,2014,430,555,460,0.338786347219528,445,292,376,-1,-1,356,-1,-0.4463,-1.1196,0.1637,-1.2486,-1.0524
300000,2014-05-01,system engineer,Chennai,m,1992-09-08,92.3,state,2009,83.6,state,2,B.Tech/B.E.,electronics and electrical engineering,80.16,0,Andhra Pradesh,2013,615,560,635,0.557389505646088,345,-1,-1,-1,420,-1,-1,0.2718,0.0459,-0.2974,-1.5021,0.0973
110000,2014-07-01,web designer,Coimbatore,f,1992-08-14,91.0,state,2010,90.0,state,2,B.Tech/B.E.,information technology,79.0,0,Tamil Nadu,2014,335,485,485,0.622642915849938,355,-1,407,-1,-1,-1,-1,-0.8772,-0.1206,0.3174,-0.3612,0.0973
415000,2013-05-01,test engineer,Pune,m,1990-03-09,85.0,n/a,2009,85.88,n/a,2,B.Tech/B.E.,electronics & telecommunications,62.0,0,Maharashtra,2012,505,455,595,0.694479327708463,345,366,-1,-1,-1,-1,-1,-1.1901,1.5538,-0.9245,-0.17277,-0.4455
315000,2014-09-01,software engineer,Gurgaon,m,1992-05-10,89.6,cbse,2009,84.4,cbse,2,B.Tech/B.E.,computer science & engineering,71.18,0,Uttar Pradesh,2014,500,610,500,0.144789889482462,515,-1,284,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.3612,0.2889
210000,2014-07-01,associate software engineer,Delhi,m,1992-05-15,71.0,cbse,2009,60.0,cbse,2,B.Tech/B.E.,computer science & engineering,85.0,0,Uttar Pradesh,2014,315,505,510,0.744758354008939,565,-1,438,-1,-1,-1,-1,-1.308,-0.7866,-0.9122,-0.2344,-0.8608
230000,2014-01-01,software test engineer,Gurgaon,f,1989-07-23,76.0,cbse,2007,58.0,cbse,2,MCA,computer application,74.0,0,Uttar Pradesh,2013,405,510,330,0.356536487724475,435,-1,346,-1,-1,-1,-1,0.99,0.5454,0.1637,-1.1218,0.0973
925000,2013-06-01,software engineer,Bangalore,m,1991-12-06,87.6,cbse,2009,77.8,cbse,1,B.Tech/B.E.,computer science & engineering,75.0,1,Delhi,2013,660,510,780,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.2718,0.3789,1.547,-0.6147,1.247
600000,2012-10-01,electrical engineer,patna,m,1988-07-09,71.0,state,2006,63.3,state,2,B.Tech/B.E.,electronics and communication engineering,75.0,0,Madhya Pradesh,2011,655,665,695,0.99526570569548,605,533,-1,-1,-1,446,-1,0.51,0.1888,-0.6343,-0.5253,-0.1295
180000,2011-05-01,game developer,Chennai,m,1988-09-08,78.0,n/a,2006,85.0,n/a,2,B.Tech/B.E.,electronics and communication engineering,73.0,0,Tamil Nadu,2010,435,335,345,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,0.5008,0.0914,0.5323,0.1864
120000,2014-06-01,customer service,Bangalore,m,1992-06-01,80.0,state,2009,72.1,state,2,B.Tech/B.E.,information technology,67.0,0,Andhra Pradesh,2013,475,530,320,0.0409993103614119,325,-1,223,-1,-1,-1,-1,1.1336,0.5454,0.6248,-1.3753,0.2889
360000,2013-02-01,assistant manager,Baripada,m,1990-04-08,82.0,n/a,2008,62.3,n/a,2,B.Tech/B.E.,mechanical engineering,61.0,0,Orissa,2012,565,475,464,0.0684457505037512,-1,-1,-1,254,-1,-1,-1,-1.4992,-1.2153,-0.9245,-0.5253,-1.8278
220000,2011-11-01,software developer,Bangalore,m,1986-10-13,58.0,n/a,2005,47.0,n/a,2,B.Tech/B.E.,computer engineering,52.0,0,Karnataka,2011,355,425,305,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.0464,0.5008,-0.1988,-1.2303,0.8183
405000,2014-08-01,assistant manager,Hubli,m,1990-07-11,75.0,n/a,2007,70.0,n/a,2,B.Tech/B.E.,electronics & telecommunications,60.6,0,Orissa,2012,585,464,525,-1.0,-1,-1,-1,-1,-1,-1,-1,0.8192,0.0328,0.2366,-1.8179,-0.643
470000,2013-03-01,system engineer,Pune,m,1990-09-28,88.0,icse,2008,76.0,icse,2,B.Tech/B.E.,computer engineering,70.0,0,Uttar Pradesh,2012,595,525,605,0.98374996654107,635,-1,-1,-1,-1,-1,-1,0.0464,0.5008,-0.0537,-0.0552,-0.6035
200000,2014-11-01,field business development associate,-1,m,1992-12-02,70.0,cbse,2010,66.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,60.0,0,Uttarakhand,2014,570,570,535,0.207392169717661,405,260,-1,-1,-1,-1,-1,1.1336,1.5444,0.9322,-2.2627,0.4805
280000,2014-04-01,get,MEERUT,m,1991-10-15,84.16,cbse,2010,73.4,cbse,2,B.Tech/B.E.,mechanical engineering,73.3,0,Uttar Pradesh,2014,510,475,545,0.977066467141653,-1,-1,-1,561,-1,-1,-1,-0.0154,-0.6201,0.3174,1.9207,-0.0943
200000,2013-12-01,information security analyst,-1,m,1992-01-08,91.6,state,2009,86.6,state,2,B.Tech/B.E.,computer science & engineering,85.6,0,Union Territory,2013,500,570,545,0.884122511593735,535,-1,-1,-1,-1,-1,-1,1.2772,0.3789,-2.6028,-0.8682,0.0973
340000,2014-01-01,senior software engineer,Bangalore,m,1991-07-07,93.6,state,2009,83.0,state,2,B.Tech/B.E.,electronics and communication engineering,65.6,1,Karnataka,2013,685,525,545,-1.0,505,-1,438,-1,-1,-1,-1,0.5591,0.2124,0.7785,-1.5021,-0.8608
435000,2010-05-01,electrical engineer,Bhopal,f,1987-10-23,65.0,cbse,2005,54.0,cbse,1,B.Tech/B.E.,biomedical engineering,65.9,0,Madhya Pradesh,2010,405,425,405,-1.0,-1,-1,-1,-1,-1,-1,-1,0.9737,-0.2793,-1.2148,-0.8778,0.5024
300000,2012-09-01,system engineer,Lucknow,f,1991-12-26,72.6,state,2008,77.16,state,1,B.Tech/B.E.,computer engineering,72.0,0,Uttar Pradesh,2012,464,505,505,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.4173,0.5008,-0.344,1.4724,0.3444
240000,2011-08-01,qa analyst,Yamuna Nagar,m,1989-07-24,60.0,state,2006,64.0,state,2,B.Tech/B.E.,computer engineering,70.0,0,Haryana,2011,595,425,425,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.4173,0.8128,-0.344,0.4148,0.3444
325000,2014-11-01,program analyst trainee,hyderabad,f,1993-08-22,87.0,state,2010,96.0,state,2,B.Tech/B.E.,electronics and communication engineering,82.9,0,Telangana,2014,510,570,680,0.943272157866555,405,452,-1,-1,-1,-1,-1,0.5591,0.8784,0.9322,-0.8682,1.0554
320000,2014-01-01,software engineer,Navi Mumbai,m,1991-11-07,81.38,state,2009,71.33,state,2,B.Tech/B.E.,information technology,65.97,0,Maharashtra,2013,590,605,560,0.670743151433127,455,-1,-1,-1,-1,-1,-1,1.1336,0.7119,0.4711,-0.8682,1.247
120000,2013-05-01,software developer,Hyderabad,f,1989-06-08,77.2,cbse,2006,53.4,cbse,2,B.Tech/B.E.,computer science & engineering,79.84,0,Chhattisgarh,2012,510,610,635,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.7027,0.2124,-0.4511,0.0192,1.0554
220000,2013-10-01,project engineer,Jodhpur,m,1991-10-30,69.0,cbse,2009,74.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,74.0,1,Rajasthan,2013,535,565,595,0.997298967866528,-1,548,-1,-1,-1,-1,-1,1.5644,0.3789,-1.2196,-1.8824,-0.2859
325000,2014-04-01,software test engineer,Pune,m,1989-05-02,81.0,cbse,2008,79.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,86.7,0,Orissa,2013,370,610,735,0.694479327708463,-1,366,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.4805
360000,2013-04-01,electrical controls engineer,Hyderabad,m,1991-02-19,78.83,state,2008,90.2,state,2,B.Tech/B.E.,electronics and electrical engineering,74.82,1,Telangana,2012,495,395,615,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.0464,0.9688,-0.2714,-0.6428,-0.2875
560000,2013-01-01,sap abap consultant,Bangalore,m,1989-05-28,86.5,state,2006,90.6,state,2,MCA,computer application,79.6,0,Andhra Pradesh,2012,505,615,615,0.916869961103619,555,-1,-1,-1,-1,-1,-1,1.2828,0.5008,-0.7794,-1.23027,-0.1521
720000,2011-07-01,senior software developer,Gurgaon,m,1990-02-03,78.2,cbse,2007,81.8,cbse,2,B.Tech/B.E.,computer engineering,70.0,0,Haryana,2011,425,525,515,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.1283,-0.1232,0.2366,-1.3478,0.8183
650000,2011-08-01,electrical design engineer,Navi Mumbai,f,1990-07-16,90.26,n/a,2007,82.7,n/a,2,B.Tech/B.E.,electronics and electrical engineering,88.6,0,Orissa,2011,475,605,625,0.824666400671332,455,400,-1,-1,-1,-1,-1,0.8192,-0.1232,-0.344,-0.1727,1.1343
420000,2013-05-01,android developer,-1,m,1990-07-20,80.4,cbse,2007,66.0,cbse,2,B.Tech/B.E.,computer science & engineering,70.44,0,Uttar Pradesh,2012,404,405,465,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.7264,-0.1232,0.5269,1.8249,0.5024
180000,2013-07-01,field service engineer, Mumbai,m,1991-07-01,63.0,state,2009,66.0,state,2,B.Tech/B.E.,other,65.0,0,Uttar Pradesh,2013,485,410,415,-1.0,-1,533,-1,-1,473,-1,-1,1.4208,1.0449,0.01,-0.3612,0.6721
400000,2014-03-01,software engineer,Noida,f,1991-09-26,87.0,cbse,2009,86.0,cbse,2,B.Tech/B.E.,computer science & engineering,76.0,0,Uttar Pradesh,2013,660,535,545,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.2718,-0.4536,0.1637,-0.4879,-1.8189
95000,2014-02-01,android developer,Ahmedabad,f,1991-12-28,86.92,state,2009,73.8,state,2,B.Tech/B.E.,information technology,73.0,0,Gujarat,2013,395,425,295,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.8463,0.0459,0.01,-1.6289,-0.0943
400000,2014-08-01,assistant professor,New Delhi,f,1990-08-15,86.0,cbse,2008,78.0,cbse,1,B.Tech/B.E.,electronics and electrical engineering,74.0,1,Delhi,2012,435,435,575,0.229481754911755,-1,266,-1,-1,-1,473,-1,0.0464,1.3198,0.4906,-0.17277,-0.1295
215000,2013-08-01,quality assurance engineer,shahibabad,m,1993-06-17,68.83,state,2009,69.6,state,2,B.Tech/B.E.,mechanical engineering,75.34,0,Uttar Pradesh,2013,310,450,780,0.755375120895548,-1,-1,-1,446,-1,-1,-1,0.4155,1.0449,0.4711,0.5262,0.6721
200000,2014-07-01,software developer,Bangalore,m,1992-05-19,87.68,state,2009,75.0,state,2,B.Tech/B.E.,electrical engineering,69.0,1,Karnataka,2013,415,425,280,-1.0,435,-1,346,-1,-1,-1,-1,0.2718,-0.4536,0.7785,-2.5163,-0.2859
150000,2014-06-01,it support specialist,Gurgaon ,m,1990-12-25,54.0,state,2008,63.0,state,2,B.Tech/B.E.,information technology,63.0,0,Haryana,2012,355,335,155,0.143256541032196,295,-1,-1,-1,-1,-1,-1,-0.5719,-0.1232,0.9623,1.2374,0.1864
325000,2014-02-01,system engineer,-1,m,1992-08-29,82.5,state,2009,86.3,state,2,B.Tech/B.E.,computer science & engineering,71.0,1,Telangana,2013,415,555,440,0.144789889482462,385,-1,284,-1,-1,-1,-1,1.5644,1.5444,1.547,-1.8824,1.4386
240000,2014-11-01,assistant manager,sampla,m,1992-07-17,68.4,cbse,2010,74.6,cbse,2,B.Tech/B.E.,electronics and communication engineering,79.5,0,Haryana,2014,500,525,595,0.207392169717661,-1,260,-1,-1,-1,420,-1,0.2718,1.3779,0.3174,-0.2344,1.0554
180000,2015-04-01,android developer,Noida,m,1992-11-10,71.33,state,2007,54.8,state,2,B.Tech/B.E.,information technology,69.04,0,Uttar Pradesh,2013,530,475,560,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,0.3174,1.1601,-0.8608
325000,2014-11-01,software engineer,Mumbai,m,1992-09-06,78.33,cbse,2010,61.6,cbse,1,B.Tech/B.E.,information technology,71.8,0,Haryana,2014,580,455,485,0.744758354008939,425,-1,438,-1,-1,-1,-1,-1.4517,-1.2861,0.01,-0.2344,-1.244
175000,2010-12-01,system administrator,Guwahati,m,1986-01-31,70.5,n/a,2005,54.5,n/a,2,B.Tech/B.E.,computer engineering,57.0,0,Meghalaya,2010,315,394,355,0.190153405601018,315,-1,-1,-1,-1,-1,-1,0.3555,-0.1232,0.672,1.9424,-0.2875
105000,2014-05-01,java developer,-1,m,1992-05-02,62.15,state,2009,63.0,state,2,B.Tech/B.E.,information technology,62.4,0,Maharashtra,2013,440,420,500,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.1336,0.3789,0.3174,-0.3612,0.0973
300000,2014-03-01,software developer,Bangalore,m,1992-10-03,93.44,state,2010,60.33,state,2,B.Tech/B.E.,information science engineering,58.0,0,Karnataka,2014,675,425,470,0.144789889482462,505,-1,284,-1,-1,-1,-1,-0.3027,-1.7856,0.9322,-0.8682,-0.0943
290000,2012-04-01,assistant electrical engineer,-1,m,1989-10-02,79.0,cbse,2007,56.0,cbse,2,B.Tech/B.E.,electronics and electrical engineering,60.8,0,Uttar Pradesh,2011,475,535,495,0.0587928000083534,-1,200,-1,-1,-1,393,-1,0.2009,-0.5913,-0.344,0.7673,0.5024
300000,2014-03-01,software engineer,Noida,m,1991-06-05,72.2,state,2009,71.8,state,2,B.Tech/B.E.,computer science & engineering,72.31,0,Madhya Pradesh,2013,395,455,390,0.622642915849938,545,-1,407,-1,-1,-1,-1,-1.5953,-1.4526,-1.0659,0.2727,-2.3937
300000,2014-12-01,network engineer,Coimbatore,f,1990-12-08,74.0,state,2009,75.0,state,2,B.Tech/B.E.,information technology,75.0,0,Tamil Nadu,2013,395,460,225,0.486747008438193,545,-1,376,-1,-1,-1,-1,1.1336,-0.2871,0.1357,-0.6147,1.4003
415000,2012-08-01,senior engineer,Bangalore,f,1988-12-17,78.08,state,2006,62.5,state,2,MCA,computer application,84.3,0,Karnataka,2012,405,545,365,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.9245,-1.3478,0.4234
140000,2014-06-01,rf engineer,Hyderabad,m,1992-10-10,88.5,state,2010,94.1,state,2,B.Tech/B.E.,electronics and communication engineering,73.2,1,Telangana,2014,510,485,460,0.207392169717661,-1,260,284,-1,-1,-1,-1,1.1336,-0.4536,0.01,-2.5163,-0.2859
150000,2014-07-01,java software engineer,Bangalore,m,1992-01-22,70.08,state,2010,61.5,state,2,B.Tech/B.E.,information science engineering,60.55,1,Karnataka,2014,405,555,485,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-4.0369,-1.1196,-0.4511,1.2869,-1.0524
360000,2013-07-01,quality assurance engineer,Pune,m,1992-07-09,87.88,state,2009,89.0,state,2,B.Tech/B.E.,computer science & engineering,76.6,1,Telangana,2013,510,460,680,0.930370607202691,565,-1,-1,-1,-1,-1,-1,1.4208,1.0449,0.1637,-1.6289,-1.0524
110000,2012-10-01,electrical field engineer,Chennai,m,1990-10-07,82.0,n/a,2008,72.0,n/a,2,B.Tech/B.E.,electronics and electrical engineering,65.0,1,Tamil Nadu,2012,475,435,405,0.694479327708463,145,366,-1,435,-1,-1,-1,-1.1128,1.2808,1.1074,2.5593,0.1864
280000,2014-07-01,software engineer,Jaipur,m,1992-04-01,74.0,cbse,2010,75.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,65.0,1,Rajasthan,2014,465,565,605,0.943272157866555,565,452,-1,-1,-1,-1,-1,-0.4463,0.0459,1.0859,-0.995,-1.0524
280000,2013-02-01,data analyst,-1,m,1990-12-21,78.0,cbse,2008,76.0,cbse,2,B.Tech/B.E.,computer science & engineering,65.0,0,Haryana,2012,675,570,825,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.0154,-0.7866,-2.2954,-0.3612,-1.4356
165000,2014-12-01,network engineer,Ahmedabad,m,1991-12-08,91.0,state,2008,83.0,state,2,B.Tech/B.E.,computer engineering,71.0,0,Rajasthan,2012,475,495,565,0.930370607202691,565,-1,-1,-1,-1,-1,-1,1.1283,0.6568,-0.344,-0.7603,-0.4455
415000,2014-08-01,customer service manager,Pune,m,1992-01-19,78.25,state,2009,74.25,state,2,B.Tech/B.E.,electronics & telecommunications,73.0,1,West Bengal,2013,570,610,575,0.77657832422745,425,-1,-1,-1,-1,393,-1,0.4155,-0.1206,0.1637,-1.6289,-0.2859
120000,2011-09-01,web developer,Rourkela,f,1990-08-15,78.0,state,2007,51.3,state,2,B.Tech/B.E.,computer engineering,74.8,0,Orissa,2011,435,505,475,0.413838255788123,385,-1,-1,-1,-1,-1,-1,0.51,-0.2012,-0.2714,0.41483,-0.1295
240000,2014-07-01,software engineer,Mumbai,m,1992-02-12,67.6,cbse,2010,62.0,cbse,2,B.Tech/B.E.,electronics & telecommunications,67.0,0,Himachal Pradesh,2014,545,580,390,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,1.2114,0.3174,-0.3612,0.6721
335000,2013-08-01,software engineer,-1,m,1991-05-15,72.67,state,2008,68.2,state,2,B.Tech/B.E.,computer engineering,72.95,0,Uttar Pradesh,2013,570,450,665,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.8463,0.7119,0.3174,-1.2486,0.8637
430000,2012-10-01,database developer,Pune,m,1990-09-17,87.3,n/a,2008,82.0,n/a,2,B.Tech/B.E.,computer engineering,72.0,0,Karnataka,2012,405,545,505,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.4173,-2.1513,0.2366,-0.2902,-1.2354
350000,2013-12-01,software test engineer,Pune,m,1992-01-17,82.0,state,2007,62.0,cbse,2,B.Tech/B.E.,computer engineering,62.0,0,Maharashtra,2013,640,535,590,0.953899775079926,475,-1,530,-1,-1,-1,-1,1.2772,0.5454,1.8543,-0.995,0.0973
60000,2014-06-01,business systems consultant,Madurai,f,1993-02-02,73.2,cbse,2010,86.5,state,2,B.Tech/B.E.,electronics and electrical engineering,83.7,0,Tamil Nadu,2014,405,545,515,0.444617716881577,-1,196,-1,-1,393,-1,-1,-0.5899,-0.4536,-1.527,-1.1218,-0.6692
150000,2013-10-01,java software engineer,Banaglore,m,1990-10-11,85.0,state,2008,67.0,state,2,B.Tech/B.E.,electronics and communication engineering,65.0,1,Karnataka,2012,335,435,445,0.338786347219528,535,292,-1,-1,-1,-1,-1,1.7081,0.2124,2.008,-2.3895,1.247
600000,2012-01-01,software test engineer,Bangalore,f,1989-07-01,94.24,state,2007,89.67,state,2,B.Tech/B.E.,computer engineering,78.24,1,Karnataka,2011,555,495,465,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-0.4173,0.9688,0.5269,1.2374,0.1864
515000,2012-07-01,senior systems engineer,Mysore,m,1989-03-16,91.4,n/a,2007,93.0,n/a,2,B.Tech/B.E.,computer engineering,79.56,0,Uttarakhand,2012,705,505,635,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.2628,-0.2793,0.3817,1.11982999999999,-0.168999999999999
250000,2014-08-01,manager,Jaipur,f,1991-07-05,83.0,state,2008,73.0,state,2,B.Tech/B.E.,computer engineering,74.0,1,Rajasthan,2013,345,435,445,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.99,-0.7866,1.2396,1.0333,-2.7769
200000,2014-10-01,software developer,Bangalore,f,1991-06-25,73.0,cbse,2009,74.6,cbse,2,B.Tech/B.E.,computer engineering,79.21,0,Uttar Pradesh,2014,430,445,495,0.356536487724475,385,-1,346,-1,-1,-1,-1,-3.1752,-4.2831,-2.2954,-1.1218,-6.6092
350000,2015-02-01,front end developer,Gurgaon,f,1993-08-12,92.0,cbse,2011,85.6,cbse,2,B.Tech/B.E.,computer science & engineering,91.0,0,Punjab,2015,535,480,605,-1.0,-1,-1,-1,-1,-1,-1,-1,-1.1644,0.7119,-0.6048,-0.3612,0.6721
200000,2011-06-01,lecturer,Vellore,f,1989-06-12,93.2,n/a,2006,79.75,n/a,2,B.Tech/B.E.,electronics and communication engineering,79.0,0,Tamil Nadu,2010,325,425,565,-1.0,295,-1,-1,-1,-1,-1,-1,-1.97699999999999,-3.3994,-0.3149,0.9553,-1.5513
280000,2013-03-01,php developer,Jaipur,m,1990-01-20,54.5,state,2006,72.4,state,2,B.Tech/B.E.,computer engineering,69.85,0,Uttar Pradesh,2012,345,265,220,0.00853725254776484,155,-1,-1,-1,-1,-1,-1,-0.4173,-2.6583,-1.6865,-0.2902,-2.3412
420000,2014-03-01,engineer,Pune,m,1991-03-25,88.0,cbse,2008,78.0,cbse,2,B.Tech/B.E.,electronics and communication engineering,87.9,0,Punjab,2013,545,605,575,0.824666400671332,535,400,-1,-1,-1,-1,-1,-3.0315,-2.1186,-1.0659,0.3995,-1.6273
100000,2012-09-01,software developer,Bhubaneswar,m,1989-01-26,56.0,state,2007,62.0,state,2,B.Tech/B.E.,computer engineering,62.0,0,Orissa,2012,365,355,305,0.342314899911815,365,300,-1,-1,-1,-1,-1,0.3836,-0.9884,-0.2516,0.4041,-0.8045
820000,2012-05-01,software test engineer,Bangalore,f,1991-01-21,85.0,state,2008,93.4,state,2,B.Tech/B.E.,computer engineering,76.16,1,Telangana,2012,525,605,595,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.4173,1.0858,-0.2714,-0.407769999999999,0.0284
200000,2013-12-01,software engineer,mohali,m,1991-09-05,79.8,cbse,2009,66.8,cbse,2,B.Tech/B.E.,computer science & engineering,73.12,0,Punjab,2014,580,510,340,0.953899775079926,375,-1,530,-1,-1,-1,-1,-0.5899,0.0459,1.2396,0.2727,-0.4776
180000,2014-04-01,java software engineer,Pune,f,1991-06-22,79.0,state,2009,75.69,state,1,B.Tech/B.E.,information technology,67.6,0,Rajasthan,2013,510,545,570,0.486747008438193,555,-1,376,-1,-1,-1,-1,0.4155,1.2114,0.3174,0.0192,1.6302
445000,2012-03-01,application developer,New Delhi,m,1985-02-23,70.0,icse,2003,83.3,icse,2,MCA,computer application,68.5,0,Uttar Pradesh,2011,385,545,605,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.0464,0.6568,0.3817,-0.7603,-0.7615
300000,2015-05-01,software engineer,Chennai,m,1993-09-14,89.0,state,2011,95.7,state,2,B.Tech/B.E.,computer science & engineering,72.0,0,Andhra Pradesh,2015,545,530,495,0.744758354008939,425,-1,438,-1,-1,-1,-1,-0.3027,0.7119,0.4711,0.3995,-0.6692
185000,2015-01-01,operations assistant,Bangalore,m,1992-01-20,67.0,state,2008,60.44,state,2,B.Tech/B.E.,computer science & engineering,72.0,0,Orissa,2014,455,455,380,0.23780283983757,455,-1,315,-1,-1,-1,-1,1.5644,1.5444,0.7785,0.1459,0.8637
445000,2013-12-01,software engineer,Noida,m,1989-02-14,74.0,state,2006,72.0,state,2,M.Tech./M.E.,information technology,72.7,0,Uttar Pradesh,2013,415,485,545,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.4173,0.5008,1.1074,-0.0552,-0.4455
650000,2013-06-01,technology analyst,Jaipur,m,1988-10-25,83.46,state,2006,74.0,state,2,M.Tech./M.E.,computer engineering,83.2,0,Rajasthan,2013,545,555,554,0.99405087195167,675,-1,-1,-1,-1,-1,-1,-2.7357,1.2808,1.1074,-1.8179,-0.9194
400000,2014-02-01,system engineer,Hyderabad,m,1991-04-18,81.5,state,2012,89.0,state,2,B.Tech/B.E.,electronics and communication engineering,69.2,1,Telangana,2013,395,500,530,0.960603251997053,335,466,-1,-1,-1,-1,-1,1.4208,0.3789,0.9322,1.4136,0.2889
405000,2013-03-01,java developer,Bangalore,f,1991-07-24,93.0,n/a,2008,85.0,n/a,2,B.Tech/B.E.,computer engineering,75.0,0,Haryana,2012,625,685,635,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-0.3014,0.5008,0.8171,0.0035,-0.1295
200000,2014-05-01,it technician,-1,f,1993-07-25,79.0,cbse,2010,91.2,state,2,B.Tech/B.E.,electronics and communication engineering,78.0,1,Telangana,2014,675,640,560,0.493596387301038,355,324,-1,-1,-1,-1,-1,-0.159,0.3789,-1.6807,0.9066,-0.6692
200000,2014-04-01,java developer,-1,f,1991-11-24,84.0,state,2009,72.0,state,2,B.Tech/B.E.,computer science & engineering,71.7,1,Telangana,2013,510,415,235,0.486747008438193,395,-1,376,-1,-1,-1,-1,0.8463,1.3779,0.4711,1.1601,1.4386
470000,2012-05-01,senior software engineer,-1,m,1988-06-27,90.8,state,2007,86.6,state,2,B.Tech/B.E.,electronics & instrumentation eng,75.67,0,Tamil Nadu,2011,415,585,425,-1.0,345,-1,-1,-1,-1,-1,-1,0.9737,1.5928,1.5428,0.4148,0.8183
325000,2014-02-01,system engineer,Mangalore,m,1991-07-15,92.6,cbse,2008,79.6,cbse,2,B.Tech/B.E.,electronics and communication engineering,76.94,0,Uttar Pradesh,2013,535,565,515,0.124502074009537,-1,233,-1,-1,-1,340,-1,1.2828,1.9048,0.5269,-0.407769999999999,-0.2875
325000,2014-06-01,application developer,Chennai,m,1992-09-20,84.0,state,2010,88.75,state,2,B.Tech/B.E.,information technology,72.0,1,Tamil Nadu,2014,665,545,525,0.911395278391328,505,-1,500,-1,-1,-1,-1,-1.308,0.0459,-1.3733,-0.1076,0.0973
450000,2014-11-01,trainee decision scientist,Bangalore,m,1990-06-21,86.0,cbse,2009,87.0,cbse,2,B.Tech/B.E.,electronics and electrical engineering,67.77,0,Jharkhand,2014,485,605,665,0.938399136791175,455,-1,-1,-1,553,-1,-1,1.7081,1.2114,1.547,-0.7415,0.8637
340000,2013-10-01,senior software engineer,Bangalore,f,1991-03-22,81.86,icse,2009,81.66,state,2,B.Tech/B.E.,electronics and electrical engineering,84.8,1,Karnataka,2013,605,510,720,0.758379883023504,455,333,-1,-1,473,-1,-1,-0.0154,0.3789,-1.6807,0.5262,-0.2859
220000,2011-12-01,network engineer,Gurgaon,m,1988-02-11,76.4,n/a,2005,78.2,n/a,2,B.Tech/B.E.,electronics and communication engineering,55.0,1,Karnataka,2010,575,525,585,0.376059586651545,305,300,-1,-1,-1,-1,-1,-0.7264,1.2808,0.2366,0.6498,-0.1295
360000,2012-06-01,senior systems engineer,Chennai,f,1991-04-14,84.0,n/a,2008,94.0,n/a,2,B.Tech/B.E.,computer engineering,82.24,1,Tamil Nadu,2012,565,505,515,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.4173,0.6178,-1.6865,0.1798,-0.9194
120000,2010-08-01,lecturer,Dausa,m,1989-10-20,83.0,state,2006,70.0,state,2,B.Tech/B.E.,computer engineering,70.17,1,Rajasthan,2010,385,505,495,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,0.8171,-0.2902,0.8183
